ID	chviCounts.csv	cabrCounts.csv	stluCounts.csv	arjaCounts.csv	lothCounts.csv	angeCounts.csv	glsoCounts.csv	noleCounts.csv	moblCounts.csv	mawaCounts.csv	ptpaCounts.csv	deroCounts.csv
sp|Q6P5F7|TTYH3_MOUSE	123.792	172.0	468.0	172.0	0.0	5.0	9.0	1.521	103.802	0.0	199.31	12.0
sp|Q5T2E6|ARMD3_HUMAN	347.443	70.014	277.0	0.0	137.89	207.208	28.0	30.446	62.009	0.0	58.808	23.923
sp|Q8TC07|TBC15_HUMAN	636.541	300.051	472.0	368.281	310.0	166.0	116.0	35.836	87.168	336.957	37.815	0.0
sp|Q13201|MMRN1_HUMAN	315.436	0.0	4.0	1.493	0.0	5.0	4.0	1.0	11.0	0.0	0.0	0.0
sp|Q10471|GALT2_HUMAN	246.0	2.0	625.791	653.0	40.872	299.0	251.136	6.934	5.995	0.0	27.478	273.0
sp|P70191|TRAF5_MOUSE	84.789	1.0	0	282.6	0	4.0	16.0	2.0	5.388	5.352	9.002	4.0
sp|Q9UBS5|GABR1_HUMAN	328.883	4.411	18.63	0.0	0.0	82.88	28.0	5.627	1.982	1.0	1.812	12.0
sp|Q9WV18|GABR1_MOUSE	328.883	0.0	18.63	108.138	0.0	63.026	0.0	105.994	9.33	2.0	2.858	175.59
sp|Q9H7C4|SYNCI_HUMAN	20.726	110.341	59.916	344.195	384.589	0.0	2.072	0.0	3.033	1.295	207.041	467.1
sp|Q8NE01|CNNM3_HUMAN	1.0	0.0	21.619	153.0	237.676	0.0	132.0	2.649	13.239	3.0	147.935	2.0
sp|Q9GZT9|EGLN1_HUMAN	2300.05	32.876	397.663	388.221	0.0	1191.405	460.814	428.245	2.222	0.0	47.96	255.684
sp|Q14679|TTLL4_HUMAN	0.0	125.0	10.0	2.315	0.0	60.0	75.0	0.0	0.0	9.0	3.175	2.0
sp|Q9H6V9|LDAH_HUMAN	134.165	9.363	308.539	231.0	193.244	38.0	218.0	570.0	0.0	4.4	27.453	5.0
sp|Q9JKY5|HIP1R_MOUSE	969.067	0.0	353.069	477.0	150.822	700.0	291.0	121.921	186.74	276.0	0	612.847
sp|P11362|FGFR1_HUMAN	98.064	0.0	37.72	808.097	48.0	6.737	18.372	12.855	4.883	0.0	279.753	0.0
sp|O75054|IGSF3_HUMAN	134.081	238.344	421.129	415.523	15.669	214.607	10.0	129.879	57.038	4.573	2.694	0.0
sp|Q6UWZ7|ABRX1_HUMAN	93.888	24.37	0	3.0	35.0	3.0	0	8.249	0	1.0	8.0	9.845
sp|Q2T9J0|TYSD1_HUMAN	148.0	70.0	56.062	2.981	177.0	2.0	2.0	143.911	0.0	2.916	37.456	4.0
sp|Q63734|KCNC4_RAT	59.309	313.352	102.287	1.138	1834.865	0.0	241.102	1.775	8.521	19.646	0.0	207.442
sp|Q8R1C0|KCNC4_MOUSE	401.685	0	0	1.138	379.295	0.0	488.184	1.775	8.521	291.813	0.0	207.442
sp|Q5R6J7|GPAT4_PONAB	225.191	243.0	699.0	270.479	57.885	362.776	2.723	265.238	1081.0	325.428	33.053	80.895
sp|Q06787|FMR1_HUMAN	122.735	105.669	11.512	52.145	40.276	20.891	83.111	227.974	76.145	40.774	11.559	25.817
sp|Q9HBR0|S38AA_HUMAN	613.0	218.005	728.0	1.0	22.992	118.864	373.0	391.837	166.159	495.372	14.699	83.556
sp|Q9H115|SNAB_HUMAN	0.0	3.0	0.0	28.0	1.294	0.0	2.92	8.0	1.218	0.0	6.568	2.0
sp|P28663|SNAB_MOUSE	0.0	3.0	0.0	28.0	1.294	0.0	2.92	8.0	1.218	0.0	6.568	2.0
sp|Q8WXB4|ZN606_HUMAN	0.0	69.0	2.852	1.0	0.0	1.482	5.401	0.0	9.377	0.0	42.238	8.0
sp|O75143|ATG13_HUMAN	29.291	53.494	48.842	407.149	186.771	104.33	0.0	0	251.189	1.791	9.95	3.0
sp|Q16563|SYPL1_HUMAN	1733.114	1946.317	1867.787	700.463	10.191	497.838	539.032	840.224	1234.679	2624.66	22.541	1834.354
sp|Q9P1Y5|CAMP3_HUMAN	985.267	29.56	733.148	7.882	9.954	23.009	120.54	963.188	0.0	324.871	45.881	181.168
sp|Q9XSC3|WDR44_BOVIN	176.0	36.0	22.766	0.0	136.0	16.362	10.0	24.02	52.0	2.512	49.305	1.0
sp|Q96KN4|LRAT1_HUMAN	183.594	792.031	1703.555	128.704	2137.687	1243.908	415.42	27.429	1256.227	670.0	242.51	0.0
sp|O75167|PHAR2_HUMAN	66.808	20.0	5.862	12.0	544.0	2.0	47.0	4.0	4.983	0.0	206.825	0.0
sp|P15336|ATF2_HUMAN	199.203	9.104	12.009	4.315	87.638	10.981	7.324	8.494	0.0	0.0	6.505	0
sp|Q9NTJ4|MA2C1_HUMAN	0.0	7.0	80.936	65.0	48.512	102.939	171.676	53.079	43.252	0.0	10.645	1.096
sp|O95163|ELP1_HUMAN	17.0	2.0	2.418	2.0	6.0	5.0	3.0	453.0	4.943	19.0	8.0	0.0
sp|Q96P11|NSUN5_HUMAN	302.488	11.646	28.717	79.0	32.509	7.0	53.0	10.488	8.484	20.612	46.455	0.0
sp|Q96EV2|RBM33_HUMAN	30.0	33.0	21.62	137.886	124.201	13.502	26.0	1208.021	91.698	9.052	18.0	0.0
sp|Q27974|AUXI_BOVIN	2.0	6.0	8.123	1.0	0.0	3.0	3.0	1.0	5.0	0.0	4.655	1.0
sp|O08788|DCTN1_MOUSE	100.371	0.0	17.224	327.654	220.457	655.943	0.0	29.797	0.0	189.457	507.359	461.834
sp|Q8R5M8|CADM1_MOUSE	137.693	0	20.498	0.0	7.0	0	1.417	21.0	35.37	56.521	132.909	0
sp|P62167|NCS1_CHICK	33.134	296.495	71.933	49.0	58.0	29.0	9.0	93.558	157.508	1.0	6.068	39.633
sp|P62166|NCS1_HUMAN	33.134	296.495	71.933	49.0	58.0	29.0	9.0	93.558	157.508	1.0	6.068	39.633
sp|Q8BNY6|NCS1_MOUSE	33.134	296.495	71.933	49.0	58.0	29.0	9.0	93.558	157.508	1.0	6.068	39.633
sp|P62168|NCS1_RAT	33.134	296.495	71.933	49.0	58.0	29.0	9.0	93.558	157.508	1.0	6.068	39.633
sp|Q7YRZ9|MCL1_FELCA	4934.567	1832.268	3381.81	0	28.086	1837.155	0.0	7.764	8951.865	6215.974	209.015	2528.106
sp|Q4R7K7|BRE1B_MACFA	510.0	0	86.618	485.096	0	0	295.0	0	901.889	1.0	529.726	0
sp|Q8WUA4|TF3C2_HUMAN	258.249	2.736	15.3	10.519	204.0	0	137.0	9.227	98.409	0.0	64.52	21.0
sp|Q5RDC3|TF3C2_PONAB	29.564	2.736	15.3	18.491	204.0	0.0	137.0	201.635	98.409	0.0	316.017	0.0
sp|P62629|EF1A1_CRIGR	0.0	7.004	86687.893	0.0	1377.17	61596.794	0.0	3.536	18.2	14.0	0.0	2.0
sp|P10126|EF1A1_MOUSE	0.0	7.004	86687.893	0.0	1377.17	61596.794	0.0	3.536	18.2	14.0	0.0	2.0
sp|P62630|EF1A1_RAT	0.0	7.004	86687.893	0.0	1377.17	61596.794	0.0	3.536	18.2	14.0	0.0	2.0
sp|Q9H2U1|DHX36_HUMAN	2.038	0	30.35	10.211	0	0	222.0	0	87.785	12.884	0	0
sp|Q80X50|UBP2L_MOUSE	407.281	0.0	563.741	0.0	0.0	0.0	0.0	840.64	42.579	7.447	19.346	168.985
sp|Q5R5P0|WASC5_PONAB	9.429	0.0	0.0	332.25	79.0	4.0	8.425	1330.171	662.0	197.0	513.453	0.0
sp|Q12768|WASC5_HUMAN	7.731	0.0	0.0	332.25	218.83	4.0	195.575	1330.171	662.0	197.0	513.453	0.0
sp|Q01581|HMCS1_HUMAN	4537.908	116.211	18.651	0.0	1342.885	2109.944	474.0	445.123	774.409	102.802	1149.461	527.927
sp|P13704|HMCS1_CRIGR	4537.908	0	0	0	4.579	15.041	0	0	0	65.384	0	0
sp|Q61206|PA1B2_MOUSE	428.957	293.0	25.189	0.0	104.335	120.296	305.207	89.436	197.436	271.0	371.208	365.0
sp|O35264|PA1B2_RAT	428.957	293.0	25.189	0.0	104.335	120.296	305.207	89.436	197.436	271.0	371.208	365.0
sp|A0AVT1|UBA6_HUMAN	6.0	20.0	467.0	2.0	1.0	1.0	48.461	1.247	663.048	13.514	22.993	0.0
sp|Q8WUM0|NU133_HUMAN	42.0	17.0	300.0	160.0	103.842	1.463	9.0	11.774	699.079	0.0	9.119	7.241
sp|Q8N2Y8|RUSC2_HUMAN	5.0	313.0	17.245	16.0	406.656	24.0	283.0	3.034	23.016	0.0	2.0	9.0
sp|Q5VZ46|K1614_HUMAN	68.808	1.0	5.0	4.118	0.0	1.0	1.0	3.0	5.631	2.0	2.0	1.0
sp|Q2TB10|ZN800_HUMAN	3.499	18.0	270.269	6.082	154.0	0.0	0.0	0.0	102.944	0.0	28.0	0.0
sp|Q14149|MORC3_HUMAN	20.89	192.0	62.898	148.0	90.543	3.047	127.0	21.556	154.37	0.0	218.188	15.693
sp|Q92564|DCNL4_HUMAN	55.0	7.543	3.912	0.0	157.044	6.0	9.0	1.152	151.117	26.0	3.73	0.0
sp|O75185|AT2C2_HUMAN	52.305	14.813	200.479	22.139	281.0	15.244	150.0	13.462	4.104	512.622	167.521	256.34
sp|A2VDK9|VMA21_BOVIN	366.13	280.0	8.481	490.0	7.477	237.267	148.668	17.531	391.41	280.0	32.25	85.0
sp|O15164|TIF1A_HUMAN	285.62	88.852	1.827	74.021	206.0	7.0	123.0	33.0	1.765	0.0	33.149	246.0
sp|Q5RKJ2|CYBR1_RAT	1200.824	49.503	314.374	248.237	179.434	198.0	0.0	130.424	899.297	824.0	458.606	321.499
sp|Q16512|PKN1_HUMAN	156.163	540.0	1363.0	0	0.0	980.406	0	39.133	0.0	56.866	0	384.452
sp|Q0VCX4|CTNB1_BOVIN	5520.992	1230.618	2519.762	396.777	0.0	985.261	348.751	5.753	11.125	1169.182	27.129	3976.781
sp|B6V8E6|CTNB1_CANLF	5520.992	1230.618	2519.762	396.777	0.0	985.261	348.751	5.753	11.125	1169.182	27.129	3976.781
sp|Q13546|RIPK1_HUMAN	374.0	202.0	2.585	57.265	158.7	14.77	20.0	620.0	536.757	199.871	293.633	4.075
sp|Q9UBZ9|REV1_HUMAN	158.0	0.0	11.528	85.0	11.0	526.88	320.078	0.0	1025.818	37.04	32.342	865.47
sp|Q6NW40|RGMB_HUMAN	84.404	292.585	51.056	317.231	37.955	205.483	94.866	0.0	483.0	259.0	124.215	320.0
sp|Q6IG00|K2C4_RAT	10.012	0.0	2.0	61.933	0.0	0.0	1.0	0.0	1.578	1257.446	0.0	1435.895
sp|Q8BFQ6|DIRC2_MOUSE	1803.234	730.114	215.262	11.523	1378.361	250.07	1949.976	23.324	276.226	11.25	1377.865	451.37
sp|Q7Z3D4|LYSM3_HUMAN	0.0	0.0	208.179	38.081	103.0	124.0	34.0	1.358	346.747	152.037	2.181	77.0
sp|Q9BQI3|E2AK1_HUMAN	52.251	623.465	405.32	0.0	822.0	646.705	657.776	982.267	6.588	342.299	1453.219	0.0
sp|Q9BUJ2|HNRL1_HUMAN	790.05	2037.039	3434.0	2805.0	3953.792	658.882	2321.0	4558.422	10.181	1059.022	31.733	551.637
sp|Q8N1W2|ZN710_HUMAN	482.594	42.06	392.652	373.404	977.713	0.0	0.0	20.039	149.568	265.8	1.844	1422.625
sp|Q8QZR7|PDK1L_MOUSE	152.469	0.0	363.259	0.0	317.0	2.402	28.0	1.547	0.0	54.0	171.009	22.386
sp|Q8N165|PDK1L_HUMAN	152.469	0.0	363.259	0.0	317.0	2.402	28.0	1.547	12.534	54.0	171.009	22.386
sp|O43306|ADCY6_HUMAN	333.653	91.0	20.993	0.0	510.519	278.102	0.0	20.496	454.906	321.0	1159.298	0.0
sp|O94905|ERLN2_HUMAN	243.568	110.674	14.902	242.422	467.0	4.886	18.909	0	43.994	68.258	42.092	16.132
sp|Q5R7C5|ERLN2_PONAB	243.568	110.674	14.902	242.422	467.0	4.886	18.909	0	43.994	68.258	42.092	16.132
sp|Q8IZ07|AN13A_HUMAN	329.234	552.521	906.0	190.405	90.772	206.413	37.68	532.552	164.187	109.611	323.309	65.102
sp|P12931|SRC_HUMAN	495.086	345.483	107.425	366.535	0.0	284.0	13.0	273.037	310.629	249.0	501.748	195.354
sp|A8K8P3|SFI1_HUMAN	27.0	0.0	40.469	5.0	20.0	1.0	3.0	0	0	3.535	0	5.602
sp|Q01432|AMPD3_HUMAN	0.0	49.168	2.759	1.439	88.868	67.316	42.166	365.0	1.188	77.0	296.136	4.531
sp|Q96KM6|Z512B_HUMAN	120.505	5.301	129.939	167.505	8.0	4.375	41.346	0.0	8.097	39.161	0.0	308.343
sp|Q9P2H3|IFT80_HUMAN	18.001	8.0	0.0	25.0	0.0	3.0	0.0	9.343	0	0.0	25.013	2.0
sp|Q8K057|IFT80_MOUSE	0.0	0.0	2.191	21.0	0.0	1.0	7.0	1.793	183.171	0.0	10.998	29.0
sp|Q9P275|UBP36_HUMAN	20.0	169.0	8.067	11.568	143.421	4.409	10.0	17.289	4.781	0.0	3.404	3.383
sp|A4IF98|RMI1_BOVIN	26.857	35.0	7.434	0.0	64.0	0.0	4.0	2.487	87.0	10.045	4.0	57.789
sp|Q03701|CEBPZ_HUMAN	792.031	36.541	217.856	80.524	6.194	339.075	282.113	628.248	36.448	261.0	62.13	0.0
sp|P49916|DNLI3_HUMAN	18.245	0.0	645.0	171.422	0.0	159.0	189.0	136.856	10.156	0	200.453	0
sp|Q5U2U0|CLPX_RAT	0.0	0	0	445.94	13.674	0	1.234	0	184.101	0	1938.752	0
sp|Q5R7N3|CLPX_PONAB	155.904	823.493	11.235	445.94	972.335	1851.583	510.805	20.956	2186.443	570.239	319.417	783.289
sp|Q9H0A0|NAT10_HUMAN	131.255	91.0	88.513	38.989	483.045	11.0	8.21	108.912	3.552	21.0	6.999	11.0
sp|Q14C59|TM11B_MOUSE	49.325	670.043	245.043	450.144	5.613	1464.939	1928.662	0	43.446	39.517	721.804	266.91
sp|Q6MZP7|LIN54_HUMAN	2.29	14.363	0.0	148.843	248.636	259.533	10.0	28.532	0.0	18.0	11.0	3.0
sp|Q7Z5L9|I2BP2_HUMAN	718.279	142.471	2011.593	611.694	218.381	880.534	50.948	562.639	30.929	103.749	7.413	557.307
sp|Q13275|SEM3F_HUMAN	539.752	10.395	25.41	216.07	4.0	285.006	258.0	585.953	13.294	0.0	120.718	0.0
sp|Q8IVH2|FOXP4_HUMAN	174.851	11.547	91.708	213.949	65.215	137.858	360.937	288.759	681.828	511.264	560.944	15.0
sp|Q04724|TLE1_HUMAN	339.812	162.91	25.348	81.908	24.0	5.0	139.622	11.508	4.312	50.487	93.945	31.264
sp|Q96P50|ACAP3_HUMAN	187.818	196.0	62.159	208.892	197.961	35.947	16.668	0.0	102.288	11.0	10.683	290.816
sp|Q9H1R3|MYLK2_HUMAN	0.0	0.0	400.46	647.451	220.251	603.573	90.661	337.496	599.048	0.0	0.0	490.208
sp|Q86VS8|HOOK3_HUMAN	506.941	1423.0	104.766	14.0	141.593	722.623	48.551	172.055	1014.034	36.396	215.416	0.0
sp|Q5RD34|F1711_PONAB	50.0	75.629	0.0	0.0	203.0	3.0	21.478	21.0	2.512	0.0	0	0.0
sp|P62253|UB2G1_HUMAN	0.0	64.678	175.178	529.841	0.0	298.635	618.689	1184.893	251.681	393.411	17.015	45.273
sp|P62254|UB2G1_MOUSE	0.0	64.678	175.178	529.841	0.0	298.635	618.689	1184.893	251.681	393.411	17.015	45.273
sp|P62255|UB2G1_RAT	0.0	64.678	175.178	529.841	0.0	298.635	618.689	1184.893	251.681	393.411	17.015	45.273
sp|P54198|HIRA_HUMAN	332.0	106.355	89.967	54.325	0.0	2.199	0.0	2.936	117.172	16.581	433.413	206.0
sp|Q9P258|RCC2_HUMAN	460.018	9.121	267.337	881.395	576.162	563.894	115.539	1621.0	1458.306	413.603	85.919	115.633
sp|Q28056|ASPH_BOVIN	0.0	119.811	84.738	0.0	0	0	4.568	14.893	0	54.458	277.281	14.17
sp|Q8TD43|TRPM4_HUMAN	385.216	133.179	236.027	331.0	99.399	0.0	322.0	17.0	592.311	180.0	832.823	323.88
sp|Q9UHB4|NDOR1_HUMAN	25.897	5.0	2.36	0.0	21.858	106.0	2.0	253.536	178.234	108.0	7.1	75.643
sp|Q3U0V1|FUBP2_MOUSE	1.0	321.0	476.746	319.705	242.969	0.0	53.0	5.856	480.898	74.0	692.673	0.0
sp|Q3SZD4|WDR18_BOVIN	504.133	93.66	136.246	227.0	165.0	0.0	167.0	212.963	10.65	9.0	23.065	133.281
sp|Q9HDC5|JPH1_HUMAN	1105.46	1210.0	25.131	29.841	826.013	1697.333	3285.583	6.398	1179.875	375.577	27.767	111.771
sp|O75604|UBP2_HUMAN	307.786	906.531	404.045	579.458	324.0	133.14	303.64	27.17	88.569	13.151	8.164	59.0
sp|P78364|PHC1_HUMAN	0.0	19.0	41.424	169.0	40.483	15.105	100.667	2.807	260.333	0.0	102.481	87.0
sp|Q8BGH4|REEP1_MOUSE	12.065	10.977	192.896	42.215	65.867	134.0	0.0	2.001	26.308	0.0	0.0	29.0
sp|Q14573|ITPR3_HUMAN	90.585	143.705	175.78	4.0	231.311	681.672	7.0	1593.228	1522.482	0.0	192.048	370.338
sp|Q9BUE0|MED18_HUMAN	25.723	57.0	30.269	49.0	48.006	1.343	26.0	171.0	103.316	70.461	183.0	93.0
sp|Q5RAK7|SPCS_PONAB	3.0	2.0	50.57	3.0	12.55	9.0	16.973	21.624	5.89	0.0	0.0	0.0
sp|Q96JM7|LMBL3_HUMAN	6.04	5.0	15.678	6.735	33.934	2.899	9.0	1.0	7.528	0.0	70.168	3.0
sp|Q9H6R0|DHX33_HUMAN	15.487	11.628	0.0	4.0	59.633	81.0	17.0	14.0	127.896	2.0	6.592	3.0
sp|P50591|TNF10_HUMAN	63.168	152.023	99.167	295.7	515.161	0.0	203.0	526.0	1350.158	30.416	59.0	1.727
sp|Q8BHE1|GEMI8_MOUSE	147.917	0	0	10.0	0	0	0	154.017	0	0	0	0
sp|Q86V87|F16B2_HUMAN	226.052	266.0	232.414	0.0	161.818	264.0	362.51	1382.0	482.536	4.905	0	6.044
sp|Q9H0B8|CRLD2_HUMAN	205.0	0.0	14.0	0.0	25.933	1.0	1.0	0	0.0	1.0	0	7.0
sp|O95759|TBCD8_HUMAN	173.085	48.587	4.359	0.0	29.863	82.0	1.0	3.631	114.957	64.0	64.316	99.0
sp|Q02253|MMSA_RAT	26.912	223.0	4.072	348.918	1.832	5.0	571.353	22.368	33.955	2159.07	51.957	819.145
sp|Q9EQ20|MMSA_MOUSE	26.912	223.0	4.072	348.918	0	0	571.353	0	33.955	2159.07	51.957	819.145
sp|O70220|FOXQ1_MOUSE	566.306	176.178	45.514	143.0	154.0	0.0	15.239	0	384.326	0	0	166.0
sp|O76050|NEUL1_HUMAN	2.0	285.17	920.0	324.68	462.499	629.895	111.975	13.656	5.2	1393.0	1008.291	569.0
sp|Q925F3|R144A_MOUSE	9.0	172.0	4.201	1.0	18.269	0	1.0	7.0	0	3.0	18.0	6.267
sp|Q8IVE3|PKHH2_HUMAN	0.0	0.0	8.736	1.0	0.0	6.0	6.0	6.0	3.0	2.0	3.0	0.0
sp|Q9H8X2|IPPK_HUMAN	100.782	79.353	648.371	316.0	283.148	0.0	120.0	555.412	42.368	129.0	4.525	30.85
sp|Q01970|PLCB3_HUMAN	598.133	0.0	23.68	420.0	1101.193	313.724	35.707	77.293	505.233	263.43	0	121.864
sp|Q9UQE7|SMC3_HUMAN	31.253	518.0	4.536	875.317	888.593	456.104	278.819	97.913	6.592	1.0	765.136	46.494
sp|Q5R4K5|SMC3_PONAB	31.253	518.0	4.536	875.317	888.593	456.104	278.819	97.913	6.592	1.0	765.136	46.494
sp|Q9CW03|SMC3_MOUSE	31.253	518.0	4.536	875.317	888.593	369.896	278.819	97.913	6.592	1.0	765.136	168.219
sp|Q9UEY8|ADDG_HUMAN	318.0	220.509	33.372	0.0	225.679	10.0	16.502	307.69	283.454	46.403	106.998	0.0
sp|A1YPR0|ZBT7C_HUMAN	46.397	0.0	16.86	133.505	79.0	180.0	0.0	414.837	10.889	0.0	93.966	277.0
sp|Q9H6W3|RIOX1_HUMAN	0.0	10.0	413.0	97.619	90.0	1.707	90.0	0	122.0	32.0	6.0	0
sp|Q13451|FKBP5_HUMAN	3.587	833.146	2218.346	757.694	220.181	81.112	558.024	0	0	284.172	0	0.0
sp|Q14738|2A5D_HUMAN	1258.316	248.826	1061.679	78.864	538.343	722.0	915.792	7.89	740.753	393.75	860.106	647.403
sp|O14807|RASM_HUMAN	60.0	0.0	36.617	19.0	37.667	0.0	28.0	0	39.0	8.0	72.0	8.483
sp|Q92902|HPS1_HUMAN	88.76	44.306	38.564	117.0	24.235	0.0	3.0	64.71	8.793	47.478	247.641	367.319
sp|P63151|2ABA_HUMAN	253.542	680.579	1488.0	1075.224	450.125	281.95	695.678	19.726	4.514	159.519	7.222	75.511
sp|Q4R7Z4|2ABA_MACFA	253.542	680.579	1488.0	1075.224	450.125	281.95	695.678	19.726	4.514	159.519	7.222	75.511
sp|Q6P1F6|2ABA_MOUSE	253.542	680.579	1488.0	1075.224	450.125	281.95	695.678	19.726	4.514	159.519	7.222	75.511
sp|Q29090|2ABA_PIG	39.969	0	0	0	133.848	0	0	11.935	4.514	159.519	53.275	0.0
sp|P63150|2ABA_RABIT	253.542	680.579	1488.0	1075.224	450.125	281.95	695.678	19.726	4.514	159.519	7.222	75.511
sp|P36876|2ABA_RAT	253.542	680.579	1488.0	1075.224	450.125	281.95	695.678	19.726	4.514	159.519	7.222	75.511
sp|Q8TF05|PP4R1_HUMAN	161.0	344.229	50.899	0.0	43.219	124.36	50.0	998.199	3.0	164.0	9.0	7.0
sp|A4IFH5|ALAT1_BOVIN	40.935	65.717	8.8	43.247	176.988	667.0	368.46	0.0	370.139	86.466	107.779	457.53
sp|P16066|ANPRA_HUMAN	3.129	0.0	29.528	11.263	3.914	0.0	0.0	1.276	2.943	10.407	7.0	8.545
sp|Q9BPX3|CND3_HUMAN	0.0	5.0	2.347	0.0	0.0	0.0	1.0	0.0	8.33	9.801	6.0	13.0
sp|Q32PI5|2AAA_BOVIN	0.0	481.652	14.863	230.994	148.207	260.925	597.491	16.765	3.864	2459.313	625.825	469.013
sp|P30153|2AAA_HUMAN	0.0	481.652	14.863	230.994	148.207	260.925	597.491	16.765	3.864	2459.313	625.825	469.013
sp|Q76MZ3|2AAA_MOUSE	0.0	481.652	14.863	230.994	148.207	260.925	597.491	16.765	3.864	2459.313	625.825	469.013
sp|P54612|2AAA_PIG	0.0	481.652	14.863	230.994	148.207	260.925	597.491	16.765	3.864	2459.313	625.825	469.013
sp|Q8IXT5|RB12B_HUMAN	3.77	4.0	3.0	1.061	1.0	7.0	2.848	4.218	16.105	2.0	5.0	0.0
sp|Q9CXC9|ETV5_MOUSE	236.343	214.0	433.0	0.0	9.409	228.052	125.0	284.368	178.063	0.0	110.432	236.91
sp|P00129|QCR7_BOVIN	2704.291	1135.417	2759.276	2103.755	328.321	133.058	1304.017	510.809	23.289	1225.645	0	736.456
sp|Q96AC1|FERM2_HUMAN	279.159	0.0	72.078	77.145	198.738	37.364	57.182	12.021	0.0	103.381	182.625	0.0
sp|Q2NKU9|EMP2_BOVIN	2357.857	954.536	3135.0	1317.623	5339.232	188.333	436.753	11.539	1805.707	597.405	1983.269	47.395
sp|P43405|KSYK_HUMAN	344.0	82.0	171.842	264.524	22.823	90.603	107.825	53.436	15.235	18.0	60.541	3.0
sp|Q2KIQ4|COQ2_BOVIN	189.855	0	0	0	229.022	439.624	1754.495	0	233.468	2.355	420.757	34.486
sp|P23588|IF4B_HUMAN	3952.619	1174.331	9.073	3879.534	2789.657	606.36	3210.218	1740.501	4621.476	927.843	4358.918	29.189
sp|Q8WVD5|RN141_HUMAN	9.412	0.0	187.162	332.0	299.453	286.0	181.908	0.0	2.573	0.0	55.794	8.0
sp|Q5R7K8|RN141_PONAB	9.412	0.0	187.162	332.0	299.453	286.0	181.908	0.0	2.573	0.0	55.794	8.0
sp|P52185|KCNJ2_CAVPO	0.0	163.761	388.594	178.0	763.651	136.655	0.0	5.766	1178.0	23.593	858.484	63.039
sp|Q5R662|LRP12_PONAB	227.482	0.0	92.234	3.0	0.0	9.473	38.0	54.0	92.306	2.0	9.989	1.0
sp|O14776|TCRG1_HUMAN	88.0	0.0	20.167	25.491	0.0	12.889	135.631	11.242	0.0	19.804	102.176	0.0
sp|Q5RC84|HEXA_PONAB	51.757	0.0	44.711	774.779	8.962	3.046	0.0	0	67.297	213.269	612.636	40.378
sp|Q9NX94|WBP1L_HUMAN	744.0	1082.0	495.247	322.451	288.371	240.221	0.0	174.076	15.3	366.0	1195.857	433.696
sp|Q5E948|OCAD1_BOVIN	131.552	29.198	47.029	110.607	0.0	314.0	58.443	567.412	345.968	0.0	270.877	173.981
sp|A6QP11|SNP47_BOVIN	0.0	138.84	32.834	41.0	56.94	15.942	52.276	76.471	0.0	24.019	57.87	4.125
sp|Q5SWD9|TSR1_MOUSE	183.114	278.0	292.953	13.848	0.0	287.0	308.625	0	9.471	113.952	30.732	0.0
sp|Q9MYM4|LYAG_BOVIN	10.96	5.227	0	112.256	394.203	0	0	4.937	0	0	0	19.0
sp|P03945|COX1_NEUCR	95.181	1.0	0	0	0	0	0	0	0	0	0	0
sp|Q8IUR5|TMTC1_HUMAN	192.0	4.0	9.403	0.0	8.988	0.0	39.854	1.0	1.145	11.0	75.689	0.0
sp|B1AQ75|KRT36_MOUSE	817.075	9.513	3076.878	3087.583	0	162.985	500.221	11500.492	2168.042	6187.664	5.0	1675.773
sp|Q9H1C0|LPAR5_HUMAN	640.894	150.0	190.433	0.0	0.0	101.0	0.0	31.834	4.0	0.0	142.029	223.0
sp|Q6ZPL9|DDX55_MOUSE	370.661	80.0	21.203	0	0.0	235.0	49.0	0	9.287	0	0	0
sp|Q9UJW0|DCTN4_HUMAN	341.965	0.0	860.531	602.0	95.0	432.0	398.0	11.05	300.024	287.0	6.372	1.253
sp|O00370|LORF2_HUMAN	0.0	8.0	0.0	2.0	0.0	1.0	0.0	1.0	1.738	0.0	4.0	0.0
sp|Q96Q05|TPPC9_HUMAN	91.313	53.0	315.66	81.131	70.712	48.982	4.811	9.178	381.83	136.391	426.324	13.0
sp|Q49AN0|CRY2_HUMAN	2.376	906.0	1571.578	19.0	636.0	57.436	251.177	1082.013	1467.0	170.055	861.143	479.345
sp|Q8N8Z6|DCBD1_HUMAN	69.324	32.229	33.452	0.0	1.325	0.0	3.0	108.408	8.039	20.0	325.281	185.793
sp|Q96AX9|MIB2_HUMAN	0.0	117.0	4.594	4.745	33.877	513.853	0.0	21.282	0.0	86.773	25.691	5.743
sp|Q5VK71|AKAP8_CANLF	200.0	74.191	59.541	696.913	351.15	170.451	0.0	0.0	5.77	0.0	7.885	271.0
sp|O00423|EMAL1_HUMAN	62.31	0.0	0.0	38.933	135.125	44.841	93.659	2.412	32.359	115.632	12.295	24.865
sp|Q04759|KPCT_HUMAN	281.772	22.66	273.44	13.738	3.674	2.344	0.0	230.869	300.24	442.0	988.682	96.928
sp|Q8NHS3|MFSD8_HUMAN	21.097	0.0	2.932	0.0	0.0	0.0	9.0	1.0	19.079	0.0	6.0	2.0
sp|P16383|GCFC2_HUMAN	64.0	5.644	0.0	0.0	172.0	0.0	8.0	20.255	106.941	0.0	38.454	0.0
sp|P21802|FGFR2_HUMAN	1.0	172.739	532.033	14.171	674.498	0.0	15.835	40.243	4.142	0.0	0.0	32.319
